,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
20766,0,1,2,3,4,5,6,6,1,2.9689902104612642e-05,1.657058935249217,100.0,0.01654089945038734,0.9999999999999997,simulated,simulated,simulated,3
21141,0,1,2,3,4,5,6,7,0,2.965910197971766e-05,1.7063859989847372,100.0,0.017034200887867435,1.0,simulated,simulated,simulated,2
21142,0,1,1,2,3,4,5,6,7,2.9657297091478796e-05,1.618504854523282,100.0,0.016155391248141124,1.0000000000000007,simulated,simulated,simulated,3
20490,0,1,2,3,1,2,4,5,5,2.9589490497583526e-05,1.5425262200914387,100.0,0.015395672710416584,1.0000000000000004,simulated,simulated,simulated,4
20690,0,1,2,3,1,4,5,5,6,2.9526081431807683e-05,1.557859629469987,100.0,0.01554907021326784,1.0,simulated,simulated,simulated,4
20736,0,1,2,3,4,1,5,6,2,2.952427170299643e-05,1.6523863537995993,100.0,0.016494339266292776,1.0000000000000004,simulated,simulated,simulated,3
21123,0,1,2,3,3,4,5,6,7,2.952205118367246e-05,1.607497136390661,100.0,0.016045449312722716,1.0,simulated,simulated,simulated,3
21102,0,1,2,3,4,2,5,6,4,2.9521873263771425e-05,1.6715015020205102,100.0,0.01668549314694111,1.0000000000000004,simulated,simulated,simulated,3
18740,0,1,2,3,4,2,5,5,2,2.9520954444084424e-05,1.610711924302306,100.0,0.016077598288578757,0.9999999999999997,simulated,simulated,simulated,4
20710,0,1,2,3,4,2,5,1,6,2.944014953243368e-05,1.6242457047433754,100.0,0.0162130168979011,1.0000000000000004,simulated,simulated,simulated,4
19783,0,1,2,3,4,2,5,5,5,2.943033128932626e-05,1.6096255120296927,100.0,0.01606682478900738,1.0,simulated,simulated,simulated,4
21129,0,1,2,3,4,5,6,2,7,2.9391231894271286e-05,1.697586897217753,100.0,0.016946477740283038,1.0,simulated,simulated,simulated,2
19799,0,1,2,3,4,4,5,5,2,2.9373428104717547e-05,1.6130346163865201,100.0,0.016100972735760263,0.9999999999999997,simulated,simulated,simulated,5
20825,0,1,2,3,4,4,5,6,4,2.934222361350436e-05,1.6679666452289075,100.0,0.01665032422867535,1.0,simulated,simulated,simulated,4
